	deck	set_id
6632	Alissa Techno, Contessa di Nastrolunare	452
6633	Gemello di D. Turing, la Banalità Che Alleva la Rosa	496
6634	Caleb l’Abbondante, Cittadino del Teatro	435
6635	“Lampo”, Sciamana di Vocerugginosa	496
6636	Z. R. Kage, Hacker della Supponenza	341
6637	Yao of Farvale Tent	341
6638	X. Ward, bourreau du rocher d'acide	496
6639	섭정의 비행장에서 온 운디배그의 사악한 분신	496
6640	Ruffian Silvestro	479
6641	A. Robinson, prophétesse de Generalsholm	496
6642	Ireen, Dahlway Outlaw	479
6643	Loïc l’affûté, maire de la chambre	496
6644	Ephrat, the Normal Room Borrower	479
6645	Lockquimp, the Leader of the Tower	479
6646	Norbert le fourbe, messager de la basilique	496
6647	Rashidi, Yorkrith Merchant	479
6648	2de Classe U. Kasparov	479
6649	“Bonesaw” Zitkala, Garage Techie	479
6650	Zonton, Truculent Garden Librarian	479
6651	Quinn la radioactive	479
6652	Shephard W. Litvihona, the Seventh	479
6653	The One-Eyed Knight of Meagerhill	452
6654	Wacko, Deceptive Treasury Logician	452
6655	Directeur “Poignard” Moreau	479
6656	“Pesticide” Bolormaa, Street Chef	479
6657	Edmond “Vampire”, capitaine du lac	479
6658	Dorota, Graczka Chaty	496
6659	“繁盛”​瑞德士官	479
6660	腐蚀城邦统治者​菲斯	452
6661	Harper la Falsa, Demoledora de Titanio	496
6662	Agreeable Yeshua of the Library	452
6663	Muris, Craeg Vagabond	452
6664	The Scoundrel that Abandons Memory	452
6665	Roscoe, Contabile Gentile	496
6666	The Parasitic Physician	496
6667	Honk, Warboss of Strong the Wild Hunt	496
6668	E. Innskeep of the Fanged Town	496
6669	Drubbings of Acromia	496
6670	Bella who Increases Alkalinity	496
6671	Heartia of Stopgere	496
6672	The Beast who is Naturally Wimpy	496
6673	The Chaos that Unmakes Ironhenge	496
6674	Xerxes, Assembly Rep of the Town	496
6675	The Spirit who Scratches Holmway	496
6676	"Evil Twin of ""Juggler"" Edrick Veyalabal"	496
6677	Adele who Learns About Pottery	496
6678	Valmaxian “Mimmo”, Cuoco dell’Arancia	496
6679	The Nefarious Barrister Mercenary	496
6680	Second Mate Paculus	496
6681	Sonic Cultist Amberman	496
6682	Champion X. T. Wadsworth	496
6683	Producer Lachlan Angelsword	341
6684	Evil Twin of Boggs of Spikehill	496
6685	The Sr. of Underlake	496
6686	The Wizard who is Briefly Careening	496
6687	The Atomic Ziggurat Soothsayer	496
6688	Brachiogriff, the “Speaker” of Swords	452
6689	Nyus the Terrible’s Evil Twin	496
6690	The One that Vaguely Irks Visualiziation	496
6691	Leilani who Double Checks Sadness	496
6692	Katheth, the Venomous Wastrel	496
6693	Wretchwar, the Strange Prophet	496
6694	Jonah “Wanderer” Yondiswojek	496
6695	오이디푸스의 자손, 카이트케미	496
6696	맨손으로 곰을 잡은 타투이스트, 라티에이트	496
6697	Veuve Mercier	479
6698	Angelsdottir, the Elder of the Spaceport	341
6699	Urgently Iron Vicente	496
6700	Shristi the Divinely Downy	496
6701	아수라장의 우정, 프레데릭	496
6702	탄생석을 경시하는 농부, 은서	496
6703	동네 어귀의 정류장, 뮐러	496
6704	Conrad “Overboss No Thumbs” Adams	479
6705	Brothchild, the Beaker of Skullland	479
6706	R. Wanacka, Maruderka z Nocnej Wyżyny	496
6707	Deirdre „Orka”, Gajowa Grunwaldu	496
6708	Hava the Perpetually Protecting	479
6709	Gwenaëlle l'inamovible	479
6710	Comtesse Q. Vega	479
6711	Dashor Pizarro, the Sarcastic and Harsh	452
6712	Herr S. Morphotrap	479
6713	Faythe, Smithy God-Queen	479
6714	Thorpe the Mistakenly Selfless	479
6715	Lady Zoliak of Easingtun	496
6716	Zhao, Thessamount’s Bronze Sentinel	479
6717	“Brand” Laramie, Salt Flat Gunsmith	479
6718	Ms. Ewing of Penville	496
6719	The Lord of Goodmount	496
6720	Evil Twin of The Rich Tower Teacher	496
6721	I. J. Galvacreep of the Jiffy Restaurant	452
6722	Oppenheimer of Farmingdoor	452
6723	Baroness Denim Zhoumamesh	479
6724	Traptalai, the Scoundrel of Æmbercraft	479
6725	Ranee X. Nukepuncher	479
6726	Strangeion who Cuts Impulse	496
6727	Helguh, Terrortunnel Admiral	479
6728	Figgis of Megamoor	496
6729	Amaswan of the Erstwhile Church	496
6730	“喋喋不休閣下”​阿斯崔德·傑羅	479
6731	"""Blackbeard"" Helena Mustius"	496
6732	Bhagat “Silent E” Æmbermaker	496
6733	Adventurous Mapmaker Semitam	496
6734	“條理”​柯因可汗	479
6735	Rajah P. Lottoza	496
6736	Y. Kimberly of the Adventurous River	496
6737	Evil Twin of Vertivector Domino, Doctor	496
6738	協力者勒魯	479
6739	隧道預言者​“鼬鼠”凱西亞	479
6740	The Gangster that Showboats Intimacy	496
6741	Huskkasha of Westcott	496
6742	Niffleeater of the God‑Queen’s Corridor	496
6743	The Storm that Mingles with Starwood	496
6744	"The Beast who is known as ""Unseen"""	496
6745	Viceroy Yumi Lawwing	496
6746	Jonnes Y. Svipodro, Senior	496
6747	Sparcallus of Summermire	496
6748	Mori of Elfwall Camp	496
6749	Zizi, Host of Moonmarch	496
6750	The Public Regent’s Evil Twin	496
6751	O. K. Grigorov, The Third	496
6752	Babu Zanreader Auxilia	496
6753	Scamp Farrarot	496
6754	Orange “Gangplank” Joseph	496
6755	Kunelle who Shatters Incorrect Spelling	496
6756	"Evil Twin of Urddusk ""Patch"" Whisperia"	496
6757	Evil Twin of Shallows the Coldly Imaginary	496
6758	E. G. Socellius, the Fifth	496
6759	Dr. X. V. Afranius	496
6760	Qvorniji, Marsh Corsair	496
6761	The Slimy Duke Buccaneer	496
6762	The Carefully Hazardous Deacon	496
6763	The Chief of Flowerway	496
6764	Dhoni, Ostencastle Explorer	496
6765	Methodically Well‑dressed Liam	496
6766	Mrs. “Fixer” Fletcher	496
6767	Filthy Optiderm	496
6768	The Maestro of Slaiham	496
6769	Morphopophagus, the Bookworm of Deceit	496
6770	Zorka “Sweet Tooth” Ichamon	435
6771	Dominguez, Pitover's Hermit	435
6772	Hermetic Tsetseg	496
6773	Eden the Utterly Modern	452
6774	Ira, Beautiful House Conqueror	452
6775	Bogus Delledonne	496
6776	The AI that Melts an Atom	479
6777	He that Enjoys Arkwell	496
6778	Hallvor, Auldfort Butcher	435
6779	"Ricardo ""Stander"" D’Artagnan"	496
6780	Ayya “Wraith” Simon	452
6781	Evil Twin of Mr. H. Neverbreaker	496
6782	Cryptopteryx Trekker-Fonzi, Miscreant	452
6783	Svip, Well-bred Monolith Wargoblin	435
6784	Slick Dahnt'e	496
6785	Herr Zarex, the Electric Soothsayer	496
6786	Monosion who Includes Deer	496
6787	Geir Bonefire from the Kite’s Tower	452
6788	Procenn the “Gunsmith”	496
6789	Mr. Ilyana K. Jeeves	496
6790	Iccuracallus of the Hostile Mansion	496
6791	Trapper Meadownobo	496
6792	The Ridiculously Empty Messenger	496
6793	Qenninqui, the Lord of Animals	496
6794	Castor “Triton” le prévoyant	479
6795	Venomous “Firebolt” Durothil	496
6796	Clay of Ostenmanor Terminal	341
6797	The One that Dements Commandants	496
6798	Evil Twin of S. Glover, the Geyser Herder	496
6799	Yannis the Passionately Solid	496
6800	Helena F. Dizum, Sr.’s Evil Twin	496
6801	The One who is Once Mournful	496
6802	Painter, the Angler of Traffic	479
6803	Evil Twin of Amma Frazeity Haas	496
6804	Revophantom, Moon Birdkeeper	479
6805	N. G. Scarskink of the Frothing Arena	435
6806	Z. Almington, Duke of the Inspired Barony	435
6807	Kemuel from the Refuge of Politics	496
6808	Ristin, Monastery Giant	341
6809	Mr. Kiscane Punnett	479
6810	Narababy Warholt, Luddite’s Evil Twin	496
6811	Batu E. Heatgrump, Junior	479
6812	敘事人肯特	496
6813	A. Tsong, l’invisible	479
6814	Champion “Gnochi” Julius	479
6815	慈善的墓室治癒者A·巴博薩	496
6816	农家天之骄子钱南蓉	479
6817	Metal Mind Bellainda	496
6818	The Warmaster that Zaps Creativity	452
6819	“伟人”托奇将军	496
6820	来自峡湾的安布罗斯·琼斯	496
6821	商會大臣布魯克林的邪惡雙生	496
6822	Sua Majestade “Ganância” Dias	496
6823	"""Esfinge"" Marzullo, Serva da Leveza"	496
6824	Ranee “Glitter” Tang	496
6825	Ranger Vendorsallisin	496
6826	Citicrick, the Sensei of the Monument	452
6827	“賭徒貴婦”歐帕爾·斯蒂爾	496
6828	A. Nobles, the Center Artist	496
6829	Archaeothus, the Demolisher of the Cavern	479
6830	Jones, the Count of Greed	452
6831	Privateer Yahto Workadawg	479
6832	Lindglove, the Scout of the Aqueduct	479
6833	Luna, the Magician of Pokegravel	479
6834	Veximark, the “Mayor” of Fauna	479
6835	Evans the Slyly Pessimistic	479
6836	Harrison “Mean Jean” Mudtom	479
6837	Hotlun of the Bard’s Den	479
6838	Mourningtotem, the “King” of Owls	479
6839	Gigo, the Storyteller of the Aquarium	479
6840	Svisacred Bargnani-Komarec, General	479
6841	Knowingly Incongruous Ynez	479
6842	Miss “Outlaw” Blackpowder	479
6843	R. Naser, Elder of the Taciturn Garden	479
6844	Rimenote, the Grasping The Spire Judge	479
6845	Arnhardt, Nebulous Airport Cartographer	479
6846	Diligently Resistive Nascabolt	496
6847	Qarl, Chatty Boathouse Assistant	479
6848	Complacent Zero of the Beach	496
6849	Barista Boyko	479
6850	U. Powers, Optipeak’s Reformed Critic	479
6851	The Rashly Dewy Praefectus of Gemharbor	479
6852	Evil Twin of Nitrostress the Slick	496
6853	Warlady “Blood Money” Pendragon	479
6854	Cordially Awkward Landry	479
6855	“Thunderbolt” Patrizio, Glade Reporter	452
6856	The Evolutionary Scoundrel	479
6857	Æmberlimb, the “Snake” of Nature	479
6858	Alaire, Thinker of the Ossified City	479
6859	Dusthelm Iocan, the Focused and Unruly	479
6860	Lilod, the Only Accountant	496
6861	Osiris “Gulch” Boltgon	435
6862	Apprentice “Basilisk” Shepherd	496
6863	It that Introspectively Neglects Artifice	435
6864	Flurodemic of the Stooped Harbor	496
6865	Popov, Atlanberg’s Astronomer	479
6866	Fugitive Ulryk Calcitestaff	479
6867	Eaglestaff, Spawn of Moonhorn	479
6868	Pontecorvo the Mutable	479
6869	Boropain Molina-Otero, Luddite	479
6870	Dazven Lypps, the Ephemeral and Gross	479
6871	Overplume, Spawn of Ibrimother	479
6872	The Loner of Amethyst Gravity	496
6873	Xenia la charitable, lutteuse de la muraille	479
6874	The Mongoose that Fishes for Trouble	496
6875	“Manolesta”, Conte di Campodargento	341
6876	Directrice “Sybiline” Noor	479
6877	Jeyne, Catacombs Duke	435
6878	"""Comet"" Kamila Draygonspur"	496
6879	Listlessly Bartering Havana	479
6880	Lady P. L. Kent	496
6881	The Utterly Voltaic Prodigal of Rocketfall	479
6882	D. Stern, Sprinter of the Smart Arena	479
6883	Admiral “Blood Drop” Blake	496
6884	Carine “Patronne” l'énergique	479
6885	F. Taggart, astrologue du bar de la fatigue	479
6886	Hervé “Buzz” l'austère	479
6887	“Silver”, maîtresse de Dzevitz	479
6888	“Torgnole”, déléguée de Greenvalley	479
6889	Nicole la noire, échevine d'orichalque	479
6890	“Nocive”, sirène de Kolodorm	479
6891	Nabil l'épatant, barde de l'extravagance	479
6892	Matéo “Flingue” le noir	479
6893	Zazie la sarcastique	479
6894	Carlier l'audacieuse	479
6895	M. Lambert, l’opulent	479
6896	Yvonne l'accomplie, greffière de la colère	479
6897	Lionel le solitaire, escroc de la citadelle	479
6898	Hippolyte “Zeppelin”, écuyer du bazar	479
6899	Wilfried Ying, érudit de Gutminster	479
6900	Monseigneur Z. Ishikawa	479
6901	Denise la fortunée	479
6902	“Forcenée”, doyenne de Gutlande	479
6903	Achille le ridicule, diplomate de la voracité	479
6904	Éric “Zig-Zag”, voyant du collège	479
6905	Baronne Q. Abel	479
6906	Lionel, prince de la cité fine	479
6907	O. S. Robinson, rebelle de la démolition	479
6908	Ursi, Murkyyard Hoodlum	496
6909	The Modern Angler Watcher	496
6910	Grim Shafi of the Range	496
6911	Anciano “Vendehumos” Andretti	479
6912	Owen of Deoxyzone	479
6913	Victoria la Inspirada	435
6914	Obadiah el Desquiciado del Volcán	435
6915	Alvig, Hacker de la Casa Club Picopato	479
6916	Abra “Justicia”, Protectora del Hipogeo	452
6917	Tutora la Flotante	452
6918	Queger, Spawn of Whiskernag	479
6919	Vizier Sweenypie Egan	496
6920	Anciano “Bufón” Queen	435
6921	Distantly Supernatural Bleys	479
6922	Persephone, Traidora de la Calleja Férrea	452
6923	D. de Vaux, Sabelotodo de Rothertop	341
6924	Kadoc “Grincheux” l’affûté	479
6925	2de Classe “Joker” Abel	479
6926	Anteflyer, the Agent of the Sewers	479
6927	Caporale P. Fairfax	479
6928	Philofur, The Teacher that Knows the Bay	479
6929	Florence l'espiègle	479
6930	Raspell, the Spirit of the Acropolis	479
6931	Chancelière “Dégaine” André	479
6932	Reiter the Rude	496
6933	Emperor I. Pegamesh	479
6934	Tania Kant, sœur de Honeyruin	479
6935	Flipeax, the Desperado Chieftain	479
6936	Nabila, fermière du marécage inquiétant	479
6937	Gotrek “Minuit”, prêtre de l'auberge	479
6938	Swindle the Correctly Mutable	479
6939	Poetisa Clarke	435
6940	F. X. Tripbar of the Perfect Arena	479
6941	Nielsen of Kinslum Metropolis	479
6942	Yves, marquis de la forteresse verdoyante	479
6943	Sir Dustbat, the Insincere Emperor	479
6944	Xavier, patriarche du pont ambitieux	479
6945	Damoiselle T. Torres	479
6946	Auditrice “Véloce” Shield	479
6947	Ionmixer, the Town Crier Editor	479
6948	Respited Jakkel of the Retreat	479
6949	“Honey” Nadine, Grotto Peacemaker	479
6950	Countings, the Ward of Evolution	479
6951	Commander-in-Chief Cymbiir Mushstalk	452
6952	The Exceedingly Hairy Shrew	496
6953	Bayatur T. Galewehn	479
6954	Ignis, the Decurion of Brass	496
6955	Typhoon the Yellow	452
6956	Gnarled Sharlario	496
6957	Henriette “Zed” la fastidieuse	479
6958	T. O. Henry, écuyer du fiel	479
6959	Marechal indicible	479
6960	Blandine, muse de la rivière sceptique	479
6961	L. Petit, reine du hameau de la maladresse	479
6962	H. Kant, prêtre de Tepagle	479
6963	Ambre, tsarine de la crypte voltaïque	479
6964	Joëlle l’architecte	479
6965	Z. Barre, escroc de la roche du péril	479
6966	P. Stone, l'admirable	479
6967	Aline, dame de la forêt visqueuse	479
6968	“Hex”, usurier de Dykild	479
6969	Reptaku, Bolthole Tutor	341
6970	The Radiant Sorceress	496
6971	Lordsfen’s Grass Shaman	496
6972	Constantly Burning Leftraven	496
6973	Pavier of the Messenger’s Shallows	496
6974	Evil Twin of Lonely Blacksmith Illusijack	496
6975	Brah, Enemy of Brilliant The Unbelievable	496
6976	"Xerxes ""Bobcat"" Ollerick"	496
6977	The Underboss of Eastdale’s Evil Twin	496
6978	Yasma, Realm Moneylender	496
6979	Artemus from the Gridiron of Disks	496
6980	Newtonne of Lineadorm Village	479
6981	Yeropool, Spawn of Logicvector	452
6982	Javier, Stronghold Graduate	479
6983	Despot Crandidenisin Zarnheim	479
6984	Y. Tesluh of the Upstart Rock	496
6985	The Warding Café Cadet	496
6986	Delledonne the Unfortunately Humble	496
6987	Beryl, Nailscott’s Operator	479
6988	I. Ollerick, Winmont’s Hideous Adventurer	479
6989	Mx. Sparkgas Rivas	496
6990	Charavaaha the Carefully Oviparous	496
6991	The Gray Advisor Commander of Newgrove	479
6992	Happy “Drummer” Abubakr	496
6993	“Éclipse”, tueuse de Strangeroads	496
6994	"The One who is known as ""Trashcan"""	496
6995	Powergoose of the Fluvial Sanatorium	496
6996	Sir Khurchin N. Gómez	496
6997	The Being who Rebels Against Martians	479
6998	Dr. Nathaxa Yronbark	479
6999	Plasderm, Chamber Whiz	479
7000	Mirrobred, Spawn of Kazido	479
7001	The Contentious Savant	496
7002	Lady “Fast Lane” Woolihan	496
7003	Nihilistic Bear Fleateeth	496
7004	Pyrène “Fulgurante” la serviable	496
7005	Imaginary Flounder of the Isle	496
7006	Chanceler Romão, Hacker da Perspicácia	496
7007	The Formula that Labels Gifts	341
7008	Tsana, the Admiral of Innercamp	452
7009	Walid “Revenant”, drone de la ville	479
7010	Canoclaw, Cliff Cave Warden	452
7011	The Dorsal Tavernkeep	496
7012	Q. Boulanger, l'altruiste	479
7013	A. Karpov, l'ambitieuse	479
7014	Colin le sage, docteur de la vallée	496
7015	Don “Zénith” Lemoine	496
7016	The Slothful Understudy	452
7017	Pawl, Range Viceroy	452
7018	Melodic “Rotbreath” Khadijah	435
7019	Azerius, Crook of Beefy Togetherness	496
7020	The Beguiling Ward	496
7021	Sugargate’s Harried Lawyer	496
7022	“Seraphin” Murdia, Cathedral Ascetic	479
7023	Yovinsalp of the Benevolent Guildhall	496
7024	Sen. Iolana O. Loach	496
7025	J. W. Langdon, the Only	496
7026	Quickder of Hockenrail	496
7027	Warped Researcher Starcast	496
7028	Rioter Cedaraura	496
7029	K. Greifswald, Prälatin des Ehrgeizes	496
7030	Exquisitely Caustic Jimothy	496
7031	The Mr. of Boggord	479
7032	X. Fontane, Gauner der modrigen Stadt	496
7033	Verilens, the Lady of Priests	479
7034	Finn “Sorriso”, Predicatore della Capitale	496
7035	The Mrs. of Autocourse	479
7036	Gutiérrez of Ionmire Grid	479
7037	Darius il Giovane, Paladino della Cattedrale	435
7038	W. Garris, the Stage Envoy	452
7039	M. F. Che Caccia il Collegio del Coraggio	435
7040	F. X. Che Vede la Polenta della Vita	435
7041	King Bezoar Tenseloser	496
7042	Y. Achard, il Ballo Che Invoca la Corona	496
7043	E. M. Peters, Khan del Sogno	435
7044	Sultanin „Silberhaar“ Kent	452
7045	Dona “Æmber” Talbot	435
7046	Nathalia, Conselheira da Estação Raivosa	435
7047	Wong a Esgotada	435
7048	Raiju “Riccio”, Giocoliere dell’Ossario	496
7049	Asia la Corazzata, Veggente del Sasso	496
7050	Reitora Venus Red	435
7051	Morgan, a Blindada, Arquiteta da Loucura	435
7052	Drega, Overseer of Smithstin	496
7053	Wellington, the Ringleader of Spellplace	479
7054	Dutiful “Rocket” Villa	496
7055	Rhubarb “Dame Wrecking Ball” Dover	479
7056	Wanderer „Äffchen“ Rilke	452
7057	Generously Data‑Driven Bronyia	496
7058	Mouthy Mother Scarcula	496
7059	Astute “The Sneak” Leena	496
7060	The Man who is Technically Aquiline	496
7061	Professor Davies of Bellaspar	496
7062	Sua Majestade Jessica Biggs	435
7063	Evil Twin of The Ranger of Camchester	496
7064	Alonzo, Médico da Estação Dogmática	435
7065	Strangely Slimy Austin	496
7066	Maria Nádia, a Cintilante	452
7067	Ze that Smashes Pain	435
7068	Ptoow the Mortally Ruby	435
7069	Foolishly Peculiar Sofie	479
7070	Tosca of Hekata Dunes	452
7071	Ximène, pythonisse des taudis invisible	496
7072	Ximan, Heaven Glove	479
7073	Sabine, Leader de la citadelle	452
7074	Venus la Gloriosa, Trampera de la Utilidad	435
7075	Uzolin the Legally Dour	341
7076	T. Roscoe, Prêteur de Direchapel	341
7077	The Somehow Bawdy Judge of Greenstair	341
7078	X. Kimura, the Underworld Scoundrel	479
7079	Eulalie die Schlichte	496
7080	X. Schmid, Scribe of the Cramped Grid	479
7081	Brothchild the Rude	479
7082	The Woman that Puts Lasers on Thirst	479
7083	It who Utterly Shows Interest in Shards	479
7084	Aberration Chapman	479
7085	She that Cuts Webs	479
7086	Swyfte of Crucirock Falls	479
7087	Overboss Stiltdirk Swyfte	479
7088	W. Mauser, Eastville’s Arctic Citizen	479
7089	Julienne “Funny Bone” Pegeleen	479
7090	The Mysterious Copper Sentinel	479
7091	Woestake, the “Rebel” of Horror	479
7092	Gazanti, the Admiral of Jerezline	479
7093	Y. Reidston, Witch of the Bellowing Bath	479
7094	Declan, Comfortable Harbor Fatebreaker	452
7095	B. Scott, l’opulente	496
7096	Die sprunghafte „Bärin“ Fabia	479
7097	J. D. Cao, Criminoso da Fome	435
7098	Ancião David Roscoe	435
7099	Brynhild “Outlaw”, a Suspeita	435
7100	Dona “Faca” Julius	435
7101	B. Ward, clerc du chalet de la barbarie	496
7102	Chronohank the “Justiciar”	496
7103	The Hyper Pencil Pusher	496
7104	Senatorin „Beil“ Oehler	479
7105	The Teal Rogue	341
7106	Dr. B. Y. Hudson	496
7107	Elbek, Deoxytunnel Professor	479
7108	Jadwiga, Wynalazczyni z Pustego Poznania	479
7109	Wardley of the Mayor's Landing Strip	435
7110	Maeve die Schreckliche von der Höhle	479
7111	Kyrielle, Darkstow Gatekeeper	479
7112	Drica “Aleatória”, Sonhadora do Baluarte	496
7113	Sgto. “Flash” Pinho	496
7114	Guilherme, Cirurgião da Feira Robótica	435
7115	Janus, Blazefighter of the Public Cemetery	435
7116	Gilquake, the Singer of Stability	341
7117	General E. Jarpwax	452
7118	Ankar, Apicoltrice Robotica	341
7119	Carrier of Auchenmere Academy	341
7120	Ilda, Ufficiale della Scuderia Immensa	341
7121	Z. S. Torres, Demonietta della Corazza	341
7122	“Inferno”, Messaggero di Pelopiumato	341
7123	Major Batszeba „Hiena” Morales	341
7124	Kościsty Cao	341
7125	Sayid Jaggaofi Wheeliams	496
7126	Orbei, Avenue Desperado	452
7127	Shahd, Verddew Officer	452
7128	Herr Longgus, the Sweet Tiger	496
7129	Ezra F. l’Isolato	341
7130	Asfrid “Master Whisky” Ingersson	341
7131	Randolf, Szpieg Korwety	341
7132	The Riveted Pencil Pusher	341
7133	Benedict, Blayneville Aristocrat	435
7134	Kenaty Couteeyr, Mayor’s Evil Twin	496
7135	Oriolurus, the Countess of the Power Plant	479
7136	Caleb il Mite, Stalliere della Galassia	435
7137	“Ran”, Educatore di Poesialegnosa	435
7138	Czar Cyrus of Jerezrampart	496
7139	Saturnin “Écrin” le toxique	496
7140	Élodie, crapule du passage habile	496
7141	Norbert l'exceptionnel	496
7142	Zahra Aubert, guérillera de Bitterbutte	496
7143	Abel l’hirsute	496
7144	Dr H. Graves	496
7145	M'dam Cousin	496
7146	A. Powers, pisteuse de la tour d'argent	496
7147	Karine l'austère, oratrice du temple	496
7148	Thole, the Monk of Pikesopolis	452
7149	He who Scorns Trade	435
7150	Amused Nour of the Whirlpool	435
7151	“Updog” Carr, Preserve Regulator	452
7152	Mason, Suzushelter’s Ratcatcher	452
7153	The Guru of Metslide	452
7154	Young the Bold	435
7155	Quintia, Stasis Chamber Shadowmaster	435
7156	Magdalena la Acelerada	341
7157	Frigg “Cohete”, Timadora del Pasaje	435
7158	The Sov. of Alterhome	479
7159	G. R. Yondislobe of the Wary Fence	479
7160	Fiona Janat	496
7161	Osmogod, the Luddite Rioter	452
7162	Petronia “Prince Phalanx” Ulstein	452
7163	Essinaquinten MacIsaac, the Haphazard	496
7164	Xarchip's Existential Judge	496
7165	Biarni el Dadivoso, Profesor de la Manzana	496
7166	Varela of Bogolan	341
7167	Alumeo, the Cubic Mountain Philosopher	341
7168	The Thing that Always Lives Among Wines	479
7169	Ahmed, Laboratory Librarian	479
7170	Mr. Hollowsion Ammonius’s Evil Twin	496
7171	Hilda la Calculadora del Territorio	435
7172	“Piovra”, Criminologa di Volobionico	435
7173	Tirbek, Drag Vaultwarrior	479
7174	G.A.D.L.U. Biggs	496
7175	“Daga”, Caudillo de Renville	341
7176	Gwenaëlle, la Leader	452
7177	C. Roberts, Démolisseuse de Jintocity	341
7178	Wieczny Nataniel z Krypty	341
7179	Uther, Kanclerz Pasa Planetoid	341
7180	Virgile, dauphin du bar adorable	435
7181	“Fenice”, Campionessa di Lincespeciale	496
7182	Gudrun el Anodino, Custodio del Arrabal	341
7183	อาร์ย่า ผู้บำเพ็ญตนแห่งปูชนียสถานสยดสยอง	479
7184	Balthazar “Fou”, vaurien du musée	435
7185	Ursula, Leader de la pagode	452
7186	Onyxpact, the Emperess of Breakfast	452
7187	“เพลิงนรก” เซลด้า เมธีแห่งเขต	479
7188	Lady “Moth” Underground	452
7189	O. Crabtree, the Mountain Recluse	435
7190	Ciphacid, Spawn of Sweatal	435
7191	R. G. Che Identifica la Discarica del Mistero	496
7192	Lord Fleetheart, the Dicey Councillor	435
7193	Rebekah Warwing from the Queen's City	435
7194	Disintisteel, the Phony Naysayer	435
7195	Hydropearl of the Assistant's Wormhole	435
7196	Cytotype of Hampright	496
7197	The Savant of Vinewoods	496
7198	“Sfumeggiante”, Valchiria di Uovobionico	496
7199	Gravlyte, Spawn of Stylonotion	435
7200	Arun G., Cantante Che Deride la Vendetta	496
7201	Principe “Cecchino” Stafford	341
7202	Leadreader, the Enemy of Fashion	435
7203	O. Mahl, Engineer of the Doleful Memorial	435
7204	Princess “Crushface” Dust	435
7205	“Distorta”, Cancelliere di Talpafalsata	341
7206	The Locksmith that Blends Gloom	435
7207	The Rejected Brewmaster	435
7208	“Saliscendi”, Poliziotto di Vessillocurato	452
7209	Cold Gianna of the Isle	479
7210	Zorba le radieux, guerrier de l'observatoire	496
7211	David l'aventureux	496
7212	Yvette l'armée, érudite de la précarité	496
7213	Hemilic, the “Brass Sentinel” of Joy	479
7214	K. R. Tessier, lieutenante de la laideur	496
7215	Volodar “Scacco Matto” lo Splendido	496
7216	Gwenaëlle “Spectrum” la clairvoyante	496
7217	Le Double Maléfique de Djamel le démuni	496
7218	Ibaka, Aquatopia’s Speedster	452
7219	Thaïs la borgne, muse de la capitale	496
7220	Wyomia la Lenta, Falconiera del Martello	479
7221	Plucky Becker	496
7222	Comte “Zénith” Huet	496
7223	"She that is known as ""Hammerhand"""	496
7224	Gabriel “Batave” le généreux	496
7225	L. K. Zero, pisteuse des obscénités	496
7226	Alexandre Yarborough, curateur de Cruciiar	496
7227	P. X. Che Nutre il Fastidio dell’Astronave	479
7228	Craypawn, Limbo Arbiter	452
7229	Helcred, the Fisher of The Pit	452
7230	Founder the Inscrutable	452
7231	The Thespian that Pecks at the Cosmos	452
7232	Pockpicket of Penburn	452
7233	H. Amati, Imalotrack’s Jiffy Archaeologist	452
7234	來自山谷的迪米崔·希爾	496
7235	The Ms. of Eastfield	496
7236	道場統治者“無窮”尼奧的邪惡雙生	496
7237	Coco la fabuleuse, inventrice du détroit	496
7238	Mentor P. Colet	496
7239	Artemis „Jarzębina”, Oficer Wałbrzycha	479
7240	Z. H. Che Affronta la Debolezza del Lampo	452
7241	Agnès la vagabonde, tueuse du vaisseau	496
7242	M'sieu “Gredin” Dufour	496
7243	Marquis T. Karpov	496
7244	A. Nguyen, rôdeur du rocher de la tentation	496
7245	Tsong of Finmond Airport	435
7246	Cardinal Barthelemy	496
7247	Foreman the Interminably Laboring	435
7248	Cyberanic, the Marine Rascal	452
7249	Nearmark, the Butcher of The Question	435
7250	Laurent le titan, champion de la rivière	479
7251	Gertrudes “Fênix”, Burocrata da Escola	452
7252	Ramón “Chuckles” Voltabee	496
7253	Alrik “Wkr. Espíritu” Amundsen	496
7254	G. Werner, Mestre da Lua do Isolamento	452
7255	L. Hill, chercheur de Pathimarsh	452
7256	Cwany Chan	496
7257	Marek „Piksel”, Szachraj Planszy	479
7258	Agresywna Poszukiwaczka	496
7259	D. Z. Omen, rascal du diamant	452
7260	J. Rogalski, Myśliwy z Zagadkowej Doliny	435
7261	Rychły Zygmunt z Cmentarza	496
7262	Stefania, Szamanka Wrzeszcza	496
7263	Liv, la Cinerea della Fortezza Tremante	452
7264	K. V. Queen, Regina della Bontà	452
7265	The Sage of Prehistory	496
7266	Hadanish Taloa	496
7267	Sen. Florus of Reapersdock	496
7268	The Pupil of Tolerant Dirt	496
7269	Killingham the Terrible	496
7270	卑微公会事务官L·萨基	341
7271	来自都城的佩内洛佩·霍尔特	496
7272	“无赖”西里尔·马尔萨斯	496
7273	“惹是生非”博格希尔德·罗宾森	496
7274	憎恨中心司令官厄休拉	496
7275	K. Evans, tueuse de Megalisle	452
7276	The One who Constructs Wasps	452
